id,transaction_date,product_id,product_name,total_quantity_sold,total_sales
7554,2005-01-06 03:13:16.839936798,7554,Shoes,4,845.49
27800,2005-01-06 06:33:05.943718874,27800,Fragrance,5,147.95
35004,2005-01-06 09:52:55.047500950,35004,Fiction,5,194.23
18323,2005-01-06 13:12:44.151283025,18323,Smartphone,2,1581.29
7355,2005-01-06 16:32:33.255065101,7355,Smartwatch,2,1874.05
9531,2005-01-06 19:52:22.358847176,9531,Science,3,153.84
5935,2005-01-06 23:12:11.462629252,5935,Skincare,4,467.58
49751,2005-01-07 02:32:00.566411328,49751,Jacket,1,113.31
10525,2005-01-07 05:51:49.670193403,10525,Non-Fiction,2,72.35
44203,2005-01-07 09:11:38.773975479,44203,Fiction,5,264.22
17325,2005-01-07 12:31:27.877757555,17325,Makeup,3,511.16
41940,2005-01-07 15:51:16.981539630,41940,Haircare,4,763.88
7776,2005-01-07 19:11:06.085321706,7776,Science,5,219.84
24085,2005-01-07 22:30:55.189103782,24085,Shoes,5,1470.67
41883,2005-01-08 01:50:44.292885857,41883,Makeup,3,395.71
36954,2005-01-08 05:10:33.396667933,36954,Microwave,5,2523.27
14380,2005-01-08 08:30:22.500450009,14380,Headphones,3,2069.29
3840,2005-01-08 11:50:11.604232084,3840,Non-Fiction,5,219.92
17077,2005-01-08 15:10:00.708014160,17077,Fiction,1,41.48
25248,2005-01-08 18:29:49.811796235,25248,Smartphone,5,7598.19
2596,2005-01-08 21:49:38.915578311,2596,Blender,4,1191.41
20322,2005-01-09 01:09:28.019360387,20322,Camera,4,4097.65
5077,2005-01-09 04:29:17.123142462,5077,Jacket,4,308.95
24398,2005-01-09 07:49:06.226924538,24398,Shoes,5,499.36
8994,2005-01-09 11:08:55.330706614,8994,Jeans,2,31.91
38318,2005-01-09 14:28:44.434488689,38318,Jeans,3,816.53
37882,2005-01-09 17:48:33.538270765,37882,Jacket,2,216.79
36976,2005-01-09 21:08:22.642052841,36976,Shoes,4,635.6
697,2005-01-10 00:28:11.745834916,697,Fragrance,2,28.37
19865,2005-01-10 03:48:00.849616992,19865,Fragrance,3,284.78
47280,2005-01-10 07:07:49.953399067,47280,Laptop,3,4916.28
44791,2005-01-10 10:27:39.057181143,44791,Laptop,2,2624.18
18632,2005-01-10 13:47:28.160963219,18632,Laptop,2,2714.09
10013,2005-01-10 17:07:17.264745294,10013,Cookware Set,2,966.71
44082,2005-01-10 20:27:06.368527370,44082,Haircare,4,682.22
7541,2005-01-10 23:46:55.472309446,7541,Camera,1,1036.38
44722,2005-01-11 03:06:44.576091521,44722,Fiction,4,152.68
29097,2005-01-11 06:26:33.679873597,29097,Makeup,4,325.89
6328,2005-01-11 09:46:22.783655673,6328,Non-Fiction,4,166.79
13596,2005-01-11 13:06:11.887437748,13596,Smartphone,4,1795.15
34482,2005-01-11 16:26:00.991219824,34482,Smartphone,4,1669.14
17652,2005-01-11 19:45:50.095001900,17652,Laptop,4,3294.43
33604,2005-01-11 23:05:39.198783975,33604,Laptop,4,2529.51
35877,2005-01-12 02:25:28.302566051,35877,Laptop,1,929.52
13662,2005-01-12 05:45:17.406348126,13662,Haircare,4,122.15
40938,2005-01-12 09:05:06.510130202,40938,Blender,2,685.87
41715,2005-01-12 12:24:55.613912278,41715,Smartwatch,1,1497.66
38430,2005-01-12 15:44:44.717694353,38430,Fragrance,2,146.98
45969,2005-01-12 19:04:33.821476429,45969,Haircare,3,180.72
18360,2005-01-12 22:24:22.925258505,18360,Shoes,2,217.69
19549,2005-01-13 01:44:12.029040580,19549,Camera,2,549.86
33354,2005-01-13 05:04:01.132822656,33354,Science,1,6.48
49639,2005-01-13 08:23:50.236604732,49639,Fragrance,4,856.14
14954,2005-01-13 11:43:39.340386807,14954,T-shirt,4,664.84
2523,2005-01-13 15:03:28.444168883,2523,Camera,5,7956.13
45673,2005-01-13 18:23:17.547950959,45673,Smartphone,4,2781.74
49281,2005-01-13 21:43:06.651733034,49281,Non-Fiction,1,23.57
5321,2005-01-14 01:02:55.755515110,5321,Camera,5,1496.57
26404,2005-01-14 04:22:44.859297185,26404,Cookware Set,5,1054.19
38108,2005-01-14 07:42:33.963079261,38108,Blender,5,652.12
28352,2005-01-14 11:02:23.066861337,28352,T-shirt,3,419.67
16738,2005-01-14 14:22:12.170643412,16738,Camera,1,833.48
18535,2005-01-14 17:42:01.274425488,18535,Cookware Set,1,532.14
29199,2005-01-14 21:01:50.378207564,29199,Skincare,5,685.71
20996,2005-01-15 00:21:39.481989639,20996,Shoes,2,312.79
39813,2005-01-15 03:41:28.585771715,39813,Blender,5,2022.42
19303,2005-01-15 07:01:17.689553791,19303,Smartphone,4,1820.71
34577,2005-01-15 10:21:06.793335866,34577,Smartwatch,2,3067.25
39699,2005-01-15 13:40:55.897117942,39699,Headphones,1,941.55
40032,2005-01-15 17:00:45.000900018,40032,Smartwatch,4,1058.33
35656,2005-01-15 20:20:34.104682093,35656,Makeup,2,406.63
39011,2005-01-15 23:40:23.208464169,39011,Camera,5,1624.84
45894,2005-01-16 03:00:12.312246244,45894,Fragrance,2,199.32
17747,2005-01-16 06:20:01.416028320,17747,Skincare,5,788.21
43130,2005-01-16 09:39:50.519810396,43130,Shoes,1,92.82
20912,2005-01-16 12:59:39.623592471,20912,Non-Fiction,3,104.86
37139,2005-01-16 16:19:28.727374547,37139,Blender,1,220.11
23678,2005-01-16 19:39:17.831156623,23678,Camera,3,3542.63
2890,2005-01-16 22:59:06.934938698,2890,Jacket,2,220.15
17934,2005-01-17 02:18:56.038720774,17934,Smartphone,3,3602.48
26286,2005-01-17 05:38:45.142502850,26286,Headphones,5,2670.67
48739,2005-01-17 08:58:34.246284925,48739,T-shirt,4,326.39
21995,2005-01-17 12:18:23.350067001,21995,Microwave,1,174.46
1535,2005-01-17 15:38:12.453849077,1535,Science,4,115.66
17988,2005-01-17 18:58:01.557631152,17988,Headphones,4,1308.2
43261,2005-01-17 22:17:50.661413228,43261,Jacket,3,769.0
20675,2005-01-18 01:37:39.765195303,20675,Fiction,4,102.17
41985,2005-01-18 04:57:28.868977379,41985,Camera,2,926.95
19675,2005-01-18 08:17:17.972759455,19675,T-shirt,5,1412.98
15247,2005-01-18 11:37:07.076541530,15247,Microwave,2,836.37
21917,2005-01-18 14:56:56.180323606,21917,Fragrance,5,136.13
40607,2005-01-18 18:16:45.284105682,40607,Headphones,2,2967.62
15980,2005-01-18 21:36:34.387887757,15980,Science,1,39.47
32880,2005-01-19 00:56:23.491669833,32880,Cookware Set,4,1291.45
41367,2005-01-19 04:16:12.595451909,41367,Fiction,5,117.55
12943,2005-01-19 07:36:01.699233984,12943,T-shirt,2,365.23
10695,2005-01-19 10:55:50.803016060,10695,Skincare,2,232.23
18498,2005-01-19 14:15:39.906798135,18498,Headphones,1,1244.85
34803,2005-01-19 17:35:29.010580211,34803,Jeans,5,1004.06
38779,2005-01-19 20:55:18.114362287,38779,Smartphone,4,1588.6
39027,2005-01-20 00:15:07.218144362,39027,Jeans,4,535.3
36751,2005-01-20 03:34:56.321926438,36751,Biography,2,90.85
45743,2005-01-20 06:54:45.425708514,45743,Vacuum Cleaner,5,2597.48
41436,2005-01-20 10:14:34.529490589,41436,Camera,4,2358.97
2562,2005-01-20 13:34:23.633272665,2562,Laptop,2,1307.32
41748,2005-01-20 16:54:12.737054741,41748,Jacket,2,403.76
38198,2005-01-20 20:14:01.840836816,38198,Non-Fiction,5,154.17
11160,2005-01-20 23:33:50.944618892,11160,T-shirt,2,368.22
23136,2005-01-21 02:53:40.048400968,23136,Jeans,5,1457.87
26714,2005-01-21 06:13:29.152183043,26714,Science,3,152.31
3893,2005-01-21 09:33:18.255965119,3893,Cookware Set,1,290.63
19285,2005-01-21 12:53:07.359747194,19285,Microwave,4,904.16
35943,2005-01-21 16:12:56.463529270,35943,Skincare,4,140.16
1798,2005-01-21 19:32:45.567311346,1798,Smartwatch,1,532.23
31339,2005-01-21 22:52:34.671093421,31339,Fragrance,3,447.63
3438,2005-01-22 02:12:23.774875497,3438,Jeans,3,617.99
44165,2005-01-22 05:32:12.878657573,44165,Shoes,2,617.64
18699,2005-01-22 08:52:01.982439648,18699,Cookware Set,3,401.27
6920,2005-01-22 12:11:51.086221724,6920,Makeup,1,196.4
36992,2005-01-22 15:31:40.190003800,36992,Fiction,5,256.1
45314,2005-01-22 18:51:29.293785875,45314,Fiction,2,93.34
14240,2005-01-22 22:11:18.397567951,14240,Vacuum Cleaner,1,57.49
28625,2005-01-23 01:31:07.501350026,28625,Smartphone,5,6471.66
24941,2005-01-23 04:50:56.605132102,24941,Vacuum Cleaner,2,351.43
15396,2005-01-23 08:10:45.708914178,15396,Microwave,2,399.76
17866,2005-01-23 11:30:34.812696253,17866,Laptop,3,3675.32
46357,2005-01-23 14:50:23.916478329,46357,Microwave,5,1673.44
25175,2005-01-23 18:10:13.020260405,25175,Smartwatch,2,2732.16
21106,2005-01-23 21:30:02.124042480,21106,Vacuum Cleaner,2,301.23
41138,2005-01-24 00:49:51.227824556,41138,Makeup,5,1079.5
45510,2005-01-24 04:09:40.331606632,45510,Blender,1,90.66
4743,2005-01-24 07:29:29.435388707,4743,T-shirt,5,1497.98
34087,2005-01-24 10:49:18.539170783,34087,Skincare,2,368.82
49783,2005-01-24 14:09:07.642952859,49783,Vacuum Cleaner,2,918.61
30085,2005-01-24 17:28:56.746734934,30085,Haircare,5,696.51
8411,2005-01-24 20:48:45.850517010,8411,Vacuum Cleaner,4,773.9
43443,2005-01-25 00:08:34.954299085,43443,Laptop,1,1528.04
26637,2005-01-25 03:28:24.058081161,26637,T-shirt,5,1323.4
10556,2005-01-25 06:48:13.161863237,10556,Laptop,1,327.49
24207,2005-01-25 10:08:02.265645312,24207,Shoes,3,812.3
18965,2005-01-25 13:27:51.369427388,18965,Microwave,3,159.98
29977,2005-01-25 16:47:40.473209464,29977,Makeup,3,298.76
27416,2005-01-25 20:07:29.576991539,27416,Fiction,5,158.01
39811,2005-01-25 23:27:18.680773615,39811,Cookware Set,4,1737.05
31131,2005-01-26 02:47:07.784555691,31131,Fiction,2,39.64
47677,2005-01-26 06:06:56.888337766,47677,Jacket,3,418.29
16992,2005-01-26 09:26:45.992119842,16992,Fiction,3,133.11
46965,2005-01-26 12:46:35.095901918,46965,Vacuum Cleaner,3,1610.95
33110,2005-01-26 16:06:24.199683993,33110,Haircare,4,288.64
44170,2005-01-26 19:26:13.303466069,44170,Fiction,4,195.51
27250,2005-01-26 22:46:02.407248144,27250,Jeans,4,291.96
11276,2005-01-27 02:05:51.511030220,11276,Cookware Set,3,1428.71
15675,2005-01-27 05:25:40.614812296,15675,Vacuum Cleaner,2,883.47
46789,2005-01-27 08:45:29.718594371,46789,Vacuum Cleaner,5,1372.9
13470,2005-01-27 12:05:18.822376447,13470,T-shirt,2,614.32
2779,2005-01-27 15:25:07.926158523,2779,Biography,2,88.28
36494,2005-01-27 18:44:57.029940598,36494,Science,5,240.8
44163,2005-01-27 22:04:46.133722674,44163,Biography,3,144.01
16888,2005-01-28 01:24:35.237504750,16888,Laptop,2,2697.73
30446,2005-01-28 04:44:24.341286825,30446,Vacuum Cleaner,3,1032.09
33541,2005-01-28 08:04:13.445068901,33541,Jacket,1,209.47
27977,2005-01-28 11:24:02.548850977,27977,Skincare,1,71.85
39127,2005-01-28 14:43:51.652633052,39127,Non-Fiction,4,195.73
2692,2005-01-28 18:03:40.756415128,2692,Vacuum Cleaner,5,1990.32
22293,2005-01-28 21:23:29.860197204,22293,Blender,1,355.15
14616,2005-01-29 00:43:18.963979279,14616,Non-Fiction,5,225.37
16354,2005-01-29 04:03:08.067761355,16354,Biography,4,61.92
21507,2005-01-29 07:22:57.171543430,21507,Microwave,2,793.86
16444,2005-01-29 10:42:46.275325506,16444,Laptop,2,2762.29
9851,2005-01-29 14:02:35.379107582,9851,Biography,3,115.51
36923,2005-01-29 17:22:24.482889657,36923,Smartwatch,2,1543.0
36310,2005-01-29 20:42:13.586671733,36310,Jeans,2,98.7
8989,2005-01-30 00:02:02.690453809,8989,Skincare,5,344.23
37343,2005-01-30 03:21:51.794235884,37343,Shoes,4,480.62
22279,2005-01-30 06:41:40.898017960,22279,Camera,5,2317.68
32227,2005-01-30 10:01:30.001800036,32227,Science,4,139.39
45570,2005-01-30 13:21:19.105582111,45570,Science,1,22.99
30008,2005-01-30 16:41:08.209364187,30008,Camera,4,3967.8
18556,2005-01-30 20:00:57.313146262,18556,Smartwatch,1,1022.27
28163,2005-01-30 23:20:46.416928338,28163,Microwave,2,238.61
16772,2005-01-31 02:40:35.520710414,16772,Headphones,4,6489.4
29943,2005-01-31 06:00:24.624492489,29943,Jacket,5,625.42
33017,2005-01-31 09:20:13.728274565,33017,Science,5,135.64
10117,2005-01-31 12:40:02.832056641,10117,T-shirt,3,948.92
49913,2005-01-31 15:59:51.935838716,49913,Smartwatch,3,2117.67
11766,2005-01-31 19:19:41.039620792,11766,Jacket,5,1448.95
19219,2005-01-31 22:39:30.143402868,19219,Haircare,2,267.42
39863,2005-02-01 01:59:19.247184943,39863,Skincare,5,297.75
11300,2005-02-01 05:19:08.350967019,11300,Fragrance,4,775.78
44919,2005-02-01 08:38:57.454749095,44919,Biography,5,198.96
1562,2005-02-01 11:58:46.558531170,1562,T-shirt,5,1213.87
33538,2005-02-01 15:18:35.662313246,33538,Cookware Set,2,209.34
31074,2005-02-01 18:38:24.766095321,31074,Non-Fiction,4,147.1
34219,2005-02-01 21:58:13.869877397,34219,Non-Fiction,1,22.81
35882,2005-02-02 01:18:02.973659473,35882,Cookware Set,2,963.46
8089,2005-02-02 04:37:52.077441548,8089,Blender,3,1272.36
18942,2005-02-02 07:57:41.181223624,18942,Biography,5,92.27
46302,2005-02-02 11:17:30.285005700,46302,Smartphone,2,1382.8
40878,2005-02-02 14:37:19.388787775,40878,Microwave,3,791.62
27308,2005-02-02 17:57:08.492569851,27308,Biography,2,28.92
27675,2005-02-02 21:16:57.596351927,27675,Smartphone,2,2909.71
16743,2005-02-03 00:36:46.700134002,16743,Smartphone,1,1060.92
45124,2005-02-03 03:56:35.803916078,45124,Microwave,4,964.08
24924,2005-02-03 07:16:24.907698154,24924,T-shirt,4,411.71
27498,2005-02-03 10:36:14.011480229,27498,Skincare,3,403.43
17967,2005-02-03 13:56:03.115262305,17967,Makeup,4,586.77
14310,2005-02-03 17:15:52.219044380,14310,Microwave,4,1233.51
3455,2005-02-03 20:35:41.322826456,3455,Science,2,37.85
13863,2005-02-03 23:55:30.426608532,13863,T-shirt,2,280.71
48470,2005-02-04 03:15:19.530390607,48470,Microwave,1,356.93
20293,2005-02-04 06:35:08.634172683,20293,Headphones,3,4412.04
48314,2005-02-04 09:54:57.737954759,48314,Blender,1,260.71
34548,2005-02-04 13:14:46.841736834,34548,Smartphone,5,3818.59
17908,2005-02-04 16:34:35.945518910,17908,Jeans,5,1292.58
26879,2005-02-04 19:54:25.049300986,26879,Smartwatch,3,1474.16
3314,2005-02-04 23:14:14.153083061,3314,Haircare,1,180.7
48850,2005-02-05 02:34:03.256865137,48850,Laptop,5,6888.62
41195,2005-02-05 05:53:52.360647212,41195,Haircare,5,80.68
48531,2005-02-05 09:13:41.464429288,48531,Jacket,4,1193.09
46098,2005-02-05 12:33:30.568211364,46098,Vacuum Cleaner,3,941.49
11816,2005-02-05 15:53:19.671993439,11816,Jeans,5,340.69
6792,2005-02-05 19:13:08.775775515,6792,Headphones,4,5460.06
42950,2005-02-05 22:32:57.879557591,42950,Jeans,1,287.68
5751,2005-02-06 01:52:46.983339666,5751,Smartwatch,5,6820.89
5959,2005-02-06 05:12:36.087121742,5959,T-shirt,5,258.23
43279,2005-02-06 08:32:25.190903818,43279,Biography,3,121.77
6262,2005-02-06 11:52:14.294685893,6262,Fiction,3,53.63
72,2005-02-06 15:12:03.398467969,72,Blender,5,1304.97
4315,2005-02-06 18:31:52.502250045,4315,Microwave,2,909.43
1505,2005-02-06 21:51:41.606032120,1505,Fiction,4,118.93
19400,2005-02-07 01:11:30.709814196,19400,Haircare,5,857.89
13023,2005-02-07 04:31:19.813596271,13023,Biography,4,113.7
37658,2005-02-07 07:51:08.917378347,37658,Science,3,121.35
9820,2005-02-07 11:10:58.021160423,9820,Headphones,5,4984.72
20008,2005-02-07 14:30:47.124942498,20008,Smartwatch,1,1566.39
23214,2005-02-07 17:50:36.228724574,23214,Microwave,3,1452.54
25370,2005-02-07 21:10:25.332506650,25370,Non-Fiction,1,45.65
40584,2005-02-08 00:30:14.436288725,40584,Makeup,5,321.05
25486,2005-02-08 03:50:03.540070801,25486,Fiction,3,73.17
39990,2005-02-08 07:09:52.643852877,39990,Jacket,3,878.42
40148,2005-02-08 10:29:41.747634952,40148,Jeans,1,305.87
22761,2005-02-08 13:49:30.851417028,22761,Fiction,1,46.03
47887,2005-02-08 17:09:19.955199103,47887,Science,4,194.33
13963,2005-02-08 20:29:09.058981179,13963,Non-Fiction,5,167.59
15859,2005-02-08 23:48:58.162763255,15859,Camera,3,4013.17
16560,2005-02-09 03:08:47.266545330,16560,T-shirt,1,248.81
22435,2005-02-09 06:28:36.370327406,22435,Skincare,3,627.84
29855,2005-02-09 09:48:25.474109482,29855,Shoes,2,602.76
37473,2005-02-09 13:08:14.577891557,37473,Camera,2,2941.88
37903,2005-02-09 16:28:03.681673633,37903,Smartphone,5,1747.83
38210,2005-02-09 19:47:52.785455709,38210,Jeans,5,1204.68
44899,2005-02-09 23:07:41.889237784,44899,Blender,5,1776.35
8170,2005-02-10 02:27:30.993019860,8170,Smartwatch,1,1518.76
1068,2005-02-10 05:47:20.096801936,1068,Science,5,249.58
23633,2005-02-10 09:07:09.200584011,23633,Blender,1,507.35
39924,2005-02-10 12:26:58.304366087,39924,Smartwatch,3,1330.31
42046,2005-02-10 15:46:47.408148162,42046,T-shirt,3,740.19
10665,2005-02-10 19:06:36.511930238,10665,Makeup,2,412.6
45816,2005-02-10 22:26:25.615712314,45816,T-shirt,5,369.61
37410,2005-02-11 01:46:14.719494389,37410,Makeup,4,235.58
9592,2005-02-11 05:06:03.823276465,9592,Haircare,2,412.53
16497,2005-02-11 08:25:52.927058541,16497,Laptop,1,1322.43
22588,2005-02-11 11:45:42.030840616,22588,Fiction,4,188.26
24755,2005-02-11 15:05:31.134622692,24755,Vacuum Cleaner,5,1190.04
3001,2005-02-11 18:25:20.238404768,3001,Laptop,1,623.61
8151,2005-02-11 21:45:09.342186843,8151,Jeans,3,327.5
39394,2005-02-12 01:04:58.445968919,39394,Smartphone,5,1687.77
41623,2005-02-12 04:24:47.549750995,41623,Biography,4,100.34
27252,2005-02-12 07:44:36.653533070,27252,Cookware Set,2,685.63
34136,2005-02-12 11:04:25.757315146,34136,Haircare,1,140.45
28764,2005-02-12 14:24:14.861097221,28764,Vacuum Cleaner,3,1291.48
30899,2005-02-12 17:44:03.964879297,30899,Haircare,2,432.38
4070,2005-02-12 21:03:53.068661373,4070,Camera,1,461.56
2653,2005-02-13 00:23:42.172443448,2653,Fragrance,4,417.86
39624,2005-02-13 03:43:31.276225524,39624,Blender,5,1055.49
33212,2005-02-13 07:03:20.380007600,33212,Biography,5,114.56
35541,2005-02-13 10:23:09.483789675,35541,Makeup,5,939.12
33785,2005-02-13 13:42:58.587571751,33785,Non-Fiction,1,8.47
33975,2005-02-13 17:02:47.691353827,33975,T-shirt,1,20.67
19223,2005-02-13 20:22:36.795135902,19223,Cookware Set,4,796.21
20115,2005-02-13 23:42:25.898917978,20115,Jacket,4,677.66
22616,2005-02-14 03:02:15.002700053,22616,Biography,4,62.07
42246,2005-02-14 06:22:04.106482129,42246,Jacket,2,481.55
19597,2005-02-14 09:41:53.210264205,19597,Non-Fiction,3,76.55
20435,2005-02-14 13:01:42.314046280,20435,Skincare,4,248.46
14943,2005-02-14 16:21:31.417828356,14943,Biography,1,10.95
24337,2005-02-14 19:41:20.521610432,24337,Laptop,5,1309.9
37876,2005-02-14 23:01:09.625392507,37876,Jacket,1,265.14
30138,2005-02-15 02:20:58.729174583,30138,Biography,5,119.63
30143,2005-02-15 05:40:47.832956659,30143,Smartphone,1,1493.58
25112,2005-02-15 09:00:36.936738734,25112,Non-Fiction,1,35.8
10398,2005-02-15 12:20:26.040520810,10398,Makeup,4,524.46
45005,2005-02-15 15:40:15.144302886,45005,Fragrance,3,519.12
289,2005-02-15 19:00:04.248084961,289,Camera,2,2559.99
42544,2005-02-15 22:19:53.351867037,42544,Jacket,2,73.39
41872,2005-02-16 01:39:42.455649112,41872,Smartphone,1,668.04
43452,2005-02-16 04:59:31.559431188,43452,T-shirt,2,159.91
27813,2005-02-16 08:19:20.663213264,27813,Jacket,5,246.99
35834,2005-02-16 11:39:09.766995339,35834,Smartphone,3,2588.53
14953,2005-02-16 14:58:58.870777415,14953,Fragrance,5,717.05
1805,2005-02-16 18:18:47.974559491,1805,Non-Fiction,4,60.31
1484,2005-02-16 21:38:37.078341566,1484,Vacuum Cleaner,3,1138.05
18525,2005-02-17 00:58:26.182123642,18525,Skincare,2,267.68
23984,2005-02-17 04:18:15.285905718,23984,Shoes,2,459.86
30321,2005-02-17 07:38:04.389687793,30321,Smartwatch,4,3271.56
21501,2005-02-17 10:57:53.493469869,21501,Headphones,3,3987.22
3719,2005-02-17 14:17:42.597251944,3719,Cookware Set,3,365.22
45137,2005-02-17 17:37:31.701034020,45137,Headphones,2,1082.61
37158,2005-02-17 20:57:20.804816096,37158,Non-Fiction,3,118.09
45925,2005-02-18 00:17:09.908598171,45925,Skincare,3,237.19
31346,2005-02-18 03:36:59.012380247,31346,Camera,5,3734.07
8312,2005-02-18 06:56:48.116162323,8312,Cookware Set,1,152.2
39314,2005-02-18 10:16:37.219944398,39314,T-shirt,2,624.88
2646,2005-02-18 13:36:26.323726474,2646,Microwave,4,656.23
13710,2005-02-18 16:56:15.427508550,13710,Science,3,37.33
47008,2005-02-18 20:16:04.531290625,47008,Skincare,3,256.72
9976,2005-02-18 23:35:53.635072701,9976,Non-Fiction,3,135.81
42232,2005-02-19 02:55:42.738854777,42232,Jeans,4,819.16
21848,2005-02-19 06:15:31.842636852,21848,Makeup,1,88.38
35263,2005-02-19 09:35:20.946418928,35263,Laptop,1,1329.38
29260,2005-02-19 12:55:10.050201003,29260,Headphones,3,3055.03
10710,2005-02-19 16:14:59.153983079,10710,Shoes,1,287.13
20230,2005-02-19 19:34:48.257765155,20230,Non-Fiction,2,33.96
46395,2005-02-19 22:54:37.361547230,46395,Fiction,1,35.23
7739,2005-02-20 02:14:26.465329306,7739,Microwave,4,1137.83
46969,2005-02-20 05:34:15.569111382,46969,Shoes,4,386.98
7289,2005-02-20 08:54:04.672893457,7289,Vacuum Cleaner,2,580.28
47653,2005-02-20 12:13:53.776675533,47653,Makeup,3,221.61
42359,2005-02-20 15:33:42.880457609,42359,Science,5,65.56
40138,2005-02-20 18:53:31.984239684,40138,Science,5,86.59
1901,2005-02-20 22:13:21.088021760,1901,Science,5,72.93
18872,2005-02-21 01:33:10.191803836,18872,Jeans,3,447.57
17206,2005-02-21 04:52:59.295585911,17206,Makeup,1,35.85
21557,2005-02-21 08:12:48.399367987,21557,Biography,4,184.62
33815,2005-02-21 11:32:37.503150062,33815,Smartwatch,2,1814.64
44789,2005-02-21 14:52:26.606932138,44789,Skincare,2,240.01
45549,2005-02-21 18:12:15.710714214,45549,Smartwatch,1,983.46
18957,2005-02-21 21:32:04.814496289,18957,Skincare,1,212.52
20371,2005-02-22 00:51:53.918278365,20371,Non-Fiction,5,95.08
26420,2005-02-22 04:11:43.022060441,26420,Smartphone,1,646.21
21526,2005-02-22 07:31:32.125842517,21526,Shoes,4,781.89
3684,2005-02-22 10:51:21.229624592,3684,Haircare,1,167.16
43391,2005-02-22 14:11:10.333406668,43391,Haircare,2,90.1
40594,2005-02-22 17:30:59.437188743,40594,Cookware Set,4,1542.89
7789,2005-02-22 20:50:48.540970819,7789,T-shirt,1,271.48
41996,2005-02-23 00:10:37.644752895,41996,Cookware Set,1,214.98
6313,2005-02-23 03:30:26.748534970,6313,T-shirt,2,608.11
26327,2005-02-23 06:50:15.852317046,26327,Jacket,2,438.64
6740,2005-02-23 10:10:04.956099122,6740,T-shirt,4,656.17
7259,2005-02-23 13:29:54.059881197,7259,Laptop,3,4221.28
25068,2005-02-23 16:49:43.163663273,25068,Cookware Set,2,324.28
7013,2005-02-23 20:09:32.267445349,7013,Shoes,4,120.16
33173,2005-02-23 23:29:21.371227424,33173,Laptop,5,1296.9
10770,2005-02-24 02:49:10.475009500,10770,Laptop,4,2100.34
1921,2005-02-24 06:08:59.578791575,1921,Science,5,81.77
9639,2005-02-24 09:28:48.682573651,9639,Microwave,4,1794.82
28872,2005-02-24 12:48:37.786355727,28872,Biography,5,42.19
7987,2005-02-24 16:08:26.890137802,7987,Shoes,4,464.93
762,2005-02-24 19:28:15.993919878,762,Haircare,5,806.28
43455,2005-02-24 22:48:05.097701954,43455,Shoes,3,635.02
27216,2005-02-25 02:07:54.201484029,27216,Smartphone,4,2868.57
46864,2005-02-25 05:27:43.305266105,46864,Jacket,5,423.95
45177,2005-02-25 08:47:32.409048181,45177,Haircare,4,494.25
